Category;City;Country;Customer ID;Customer Name;Discount;Order Date;Order ID;Postal Code;Product ID;Product Name;Profit;Quantity;Region;Row;Sales;Segment;Ship Date;Ship Mode;State;Sub-Category
Office Supplies;Thousand Oaks;United States;DL-13495;Dionis Lloyd;0;16.10.14;CA-2014-142643;91360;OFF-LA-10003510;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;70.219;5;West;6836;$153;Corporate;21.10.14;Standard Class;California;Labels
Furniture;New York City;United States;MY-17380;Maribeth Yedwab;0;17.10.14;CA-2014-132234;10011;FUR-FU-10001290;Executive Impressions Supervisor Wall Clock;175.136;13;East;1597;$547;Corporate;19.10.14;First Class;New York;Furnishings
Furniture;Columbia;United States;VP-21760;Victoria Pisteka;0.4;17.10.14;CA-2014-159100;38401;FUR-TA-10001950;Balt Solid Wood Round Tables;-9.688.833;7;South;8994;$1,875;Corporate;22.10.14;Standard Class;Tennessee;Tables
Office Supplies;Richmond;United States;BO-11425;Bobby Odegard;0;17.10.14;CA-2014-158386;40475;OFF-BI-10003719;Large Capacity Hanging Post Binders;57.385;5;South;1554;$125;Consumer;22.10.14;Standard Class;Kentucky;Binders
Office Supplies;Scottsdale;United States;AJ-10780;Anthony Jacobs;0.2;17.10.14;CA-2014-111577;85254;OFF-PA-10000062;Green Bar Computer Printout Paper;1.115.688;7;West;5338;$308;Corporate;22.10.14;Standard Class;Arizona;Paper
Technology;Columbia;United States;VP-21760;Victoria Pisteka;0.2;17.10.14;CA-2014-159100;38401;TEC-AC-10003499;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;44.004;2;South;8993;$19;Corporate;22.10.14;Standard Class;Tennessee;Accessories
Technology;Yuma;United States;GH-14410;Gary Hansen;0.7;17.10.14;CA-2014-159282;85364;TEC-MA-10001148;Swingline SM12-08 MicroCut Jam Free Shredder;-479.988;5;West;7282;$600;Home Office;22.10.14;Standard Class;Arizona;Machines
Office Supplies;San Diego;United States;AJ-10960;Astrea Jones;0;18.10.14;CA-2014-123246;92037;OFF-AR-10001770;Economy #2 Pencils;27.664;4;West;3864;$11;Consumer;20.10.14;Second Class;California;Art
Office Supplies;Warwick;United States;SS-20140;Saphhira Shifley;0;18.10.14;CA-2014-165603;2886;OFF-PA-10002552;Xerox 1958;62.208;2;East;397;$13;Corporate;20.10.14;Second Class;Rhode Island;Paper
Office Supplies;Warwick;United States;SS-20140;Saphhira Shifley;0;18.10.14;CA-2014-165603;2886;OFF-ST-10000798;2300 Heavy-Duty Transfer File Systems by Perma;94.924;2;East;396;$50;Corporate;20.10.14;Second Class;Rhode Island;Storage
Technology;Modesto;United States;BF-11020;Barry Französisch;0.2;18.10.14;CA-2014-114804;95351;TEC-PH-10001700;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;46.193;1;West;8019;$53;Corporate;20.10.14;Second Class;California;Phones
Furniture;Chicago;United States;MO-17500;Mary O'Rourke;0.5;20.10.14;CA-2014-117653;60623;FUR-TA-10003008;Lesro Round Back Collection Coffee Table, End Table;-675.435;1;Central;4927;$91;Consumer;24.10.14;Standard Class;Illinois;Tables
Furniture;Lawrence;United States;MP-17965;Michael Paige;0;20.10.14;CA-2014-125388;1841;FUR-FU-10004712;Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black;147.056;4;East;423;$57;Corporate;24.10.14;Standard Class;Massachusetts;Furnishings
Office Supplies;San Francisco;United States;JS-16030;Joy Smith;0.2;20.10.14;CA-2014-125990;94122;OFF-BI-10004826;JM Magazine Binder;138.684;3;West;9706;$40;Consumer;24.10.14;Standard Class;California;Binders
Office Supplies;Lawrence;United States;MP-17965;Michael Paige;0;20.10.14;CA-2014-125388;1841;OFF-ST-10000918;Crate-A-Files;8.502;3;East;424;$33;Corporate;24.10.14;Standard Class;Massachusetts;Storage
Office Supplies;Houston;United States;MA-17560;Matt Abelman;0.2;20.10.14;CA-2014-107727;77095;OFF-PA-10000249;Staples;99.468;3;Central;35;$29;Home Office;24.10.14;Second Class;Texas;Paper
Furniture;Waco;United States;CA-12265;Christina Anderson;0.32;20.10.14;CA-2014-106432;76706;FUR-BO-10004360;Rush Hierlooms Collection Rich Wood Bookcases;-917.586;3;Central;5176;$328;Consumer;25.10.14;Standard Class;Texas;Bookcases
Furniture;San Francisco;United States;HH-15010;Hilary Holden;0;20.10.14;CA-2014-131492;94110;FUR-FU-10003878;"Linden 10"" Round Wall Clock, Black";103.904;2;West;3059;$31;Corporate;25.10.14;Second Class;California;Furnishings
Furniture;San Francisco;United States;HH-15010;Hilary Holden;0.2;20.10.14;CA-2014-131492;94110;FUR-TA-10003837;Anderson Hickey Conga Table Tops & Accessories;-33.506;2;West;3060;$24;Corporate;25.10.14;Second Class;California;Tables
Office Supplies;Waco;United States;CA-12265;Christina Anderson;0.8;20.10.14;CA-2014-106432;76706;OFF-BI-10002799;"SlimView Poly Binder, 3/8""";-35.224;2;Central;5175;$2;Consumer;25.10.14;Standard Class;Texas;Binders
Office Supplies;San Francisco;United States;HH-15010;Hilary Holden;0;20.10.14;CA-2014-131492;94110;OFF-EN-10002973;Ampad #10 Peel & Seel Holiday Envelopes;43.008;2;West;3057;$9;Corporate;25.10.14;Second Class;California;Envelopes
Office Supplies;San Francisco;United States;HH-15010;Hilary Holden;0;20.10.14;CA-2014-131492;94110;OFF-LA-10001641;Avery 518;15. Dez;10;West;3058;$32;Corporate;25.10.14;Second Class;California;Labels
Office Supplies;Philadelphia;United States;HM-14860;Harry Marie;0.2;20.10.14;CA-2014-125199;19120;OFF-AR-10002956;Boston 16801 Nautilus Battery Pencil Sharpener;92.442;7;East;1361;$123;Corporate;26.10.14;Standard Class;Pennsylvania;Art
Office Supplies;Philadelphia;United States;HM-14860;Harry Marie;0.2;20.10.14;CA-2014-125199;19120;OFF-PA-10004041;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";07. Apr;4;East;1362;$24;Corporate;26.10.14;Standard Class;Pennsylvania;Paper
Technology;Philadelphia;United States;HM-14860;Harry Marie;0.4;20.10.14;CA-2014-125199;19120;TEC-PH-10001336;Digium D40 VoIP phone;-567.556;4;East;1363;$310;Corporate;26.10.14;Standard Class;Pennsylvania;Phones
Office Supplies;Burlington;United States;TH-21550;Tracy Hopkins;0.7;20.10.14;US-2014-120390;27217;OFF-BI-10004995;GBC DocuBind P400 Electric Binding System;-13.065.504;4;South;2929;$1,633;Home Office;27.10.14;Standard Class;North Carolina;Binders
Technology;Houston;United States;RD-19480;Rick Duston;0.2;20.10.14;CA-2014-159457;77095;TEC-PH-10002185;QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3;52.125;3;Central;1671;$17;Consumer;27.10.14;Standard Class;Texas;Phones
Furniture;Jacksonville;United States;PT-19090;Pete Takahito;0.2;21.10.14;CA-2014-103065;32216;FUR-FU-10000175;DAX Wood Document Frame.;60.412;4;South;8241;$44;Consumer;21.10.14;Same Day;Florida;Furnishings
Office Supplies;Jacksonville;United States;PT-19090;Pete Takahito;0.2;21.10.14;CA-2014-103065;32216;OFF-AR-10003251;Prang Drawing Pencil Set;1.112;2;South;8240;$4;Consumer;21.10.14;Same Day;Florida;Art
Office Supplies;Jacksonville;United States;PT-19090;Pete Takahito;0.2;21.10.14;CA-2014-103065;32216;OFF-PA-10000380;"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages";2.502;1;South;8239;$7;Consumer;21.10.14;Same Day;Florida;Paper
Office Supplies;Jacksonville;United States;PT-19090;Pete Takahito;0.2;21.10.14;CA-2014-103065;32216;OFF-ST-10000617;Woodgrain Magazine Files by Perma;-0.774800000;2;South;8238;$5;Consumer;21.10.14;Same Day;Florida;Storage
Office Supplies;New York City;United States;RB-19465;Rick Bensley;0;21.10.14;CA-2014-104822;10024;OFF-LA-10002034;Avery 478;120.295;5;East;6347;$25;Home Office;21.10.14;Same Day;New York;Labels
Office Supplies;Woodland;United States;JE-16165;Justin Ellison;0.2;21.10.14;US-2014-146416;95695;OFF-BI-10001787;Wilson Jones Four-Pocket Poly Binders;75.864;4;West;3190;$21;Corporate;23.10.14;Second Class;California;Binders
Office Supplies;Woodland;United States;JE-16165;Justin Ellison;0;21.10.14;US-2014-146416;95695;OFF-LA-10003714;Avery 510;01. Aug;1;West;3189;$4;Corporate;23.10.14;Second Class;California;Labels
Furniture;Akron;United States;EB-13705;Ed Braxton;0.4;21.10.14;CA-2014-147277;44312;FUR-TA-10001539;Chromcraft Rectangular Conference Tables;-75.830.400.000;2;East;454;$284;Corporate;25.10.14;Standard Class;Ohio;Tables
Office Supplies;Akron;United States;EB-13705;Ed Braxton;0.2;21.10.14;CA-2014-147277;44312;OFF-ST-10000142;Deluxe Rollaway Locking File with Drawer;665.408;2;East;455;$665;Corporate;25.10.14;Standard Class;Ohio;Storage
Office Supplies;Durham;United States;MY-18295;Muhammed Yedwab;0.2;21.10.14;US-2014-115252;27707;OFF-PA-10001667;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright);4.485;3;South;8884;$14;Corporate;26.10.14;Standard Class;North Carolina;Paper
Technology;Durham;United States;MY-18295;Muhammed Yedwab;0.2;21.10.14;US-2014-115252;27707;TEC-PH-10004071;PayAnywhere Card Reader;13.986;2;South;8883;$16;Corporate;26.10.14;Standard Class;North Carolina;Phones
Office Supplies;Philadelphia;United States;MA-17560;Matt Abelman;0.2;21.10.14;CA-2014-158722;19120;OFF-PA-10000176;Xerox 1887;159.348;3;East;5260;$46;Home Office;27.10.14;Standard Class;Pennsylvania;Paper
Office Supplies;Little Rock;United States;IG-15085;Ivan Gibson;0;21.10.14;CA-2014-158743;72209;OFF-AR-10002257;Eldon Spacemaker Box, Quick-Snap Lid, Clear;41.416;4;South;2798;$13;Consumer;28.10.14;Standard Class;Arkansas;Art
Office Supplies;Little Rock;United States;IG-15085;Ivan Gibson;0;21.10.14;CA-2014-158743;72209;OFF-BI-10003364;Binding Machine Supplies;70.008;5;South;2800;$146;Consumer;28.10.14;Standard Class;Arkansas;Binders
Office Supplies;Little Rock;United States;IG-15085;Ivan Gibson;0;21.10.14;CA-2014-158743;72209;OFF-PA-10001019;Xerox 1884;187.812;2;South;2799;$40;Consumer;28.10.14;Standard Class;Arkansas;Paper
Furniture;Muskogee;United States;SL-20155;Sara Luxemburg;0;22.10.14;CA-2014-145884;74403;FUR-TA-10002356;Bevis Boat-Shaped Conference Table;629.064;1;Central;1832;$262;Home Office;22.10.14;Same Day;Oklahoma;Tables
Technology;Muskogee;United States;SL-20155;Sara Luxemburg;0;22.10.14;CA-2014-145884;74403;TEC-PH-10000895;Polycom VVX 310 VoIP phone;3.743.792;8;Central;1831;$1,440;Home Office;22.10.14;Same Day;Oklahoma;Phones
Furniture;Springfield;United States;DK-12835;Damala Kotsonis;0.2;22.10.14;CA-2014-167094;97477;FUR-CH-10000155;Global Comet Stacking Armless Chair;47.848;2;West;1904;$478;Corporate;23.10.14;First Class;Oregon;Chairs
Office Supplies;Springfield;United States;DK-12835;Damala Kotsonis;0.2;22.10.14;CA-2014-167094;97477;OFF-PA-10003953;Xerox 218;18.144;1;West;1903;$5;Corporate;23.10.14;First Class;Oregon;Paper
Technology;Springfield;United States;DK-12835;Damala Kotsonis;0.2;22.10.14;CA-2014-167094;97477;TEC-AC-10003116;Memorex Froggy Flash Drive 8 GB;6.745;2;West;1905;$28;Corporate;23.10.14;First Class;Oregon;Accessories
Office Supplies;Indianapolis;United States;MD-17860;Michael Dominguez;0;22.10.14;CA-2014-154410;46203;OFF-ST-10002743;SAFCO Boltless Steel Shelving;9.091.200.000;8;Central;1906;$909;Corporate;25.10.14;First Class;Indiana;Storage
Office Supplies;Chicago;United States;SP-20920;Susan Pistek;0.8;22.10.14;CA-2014-100356;60653;OFF-AP-10002191;Belkin 8 Outlet SurgeMaster II Gold Surge Protector;-623.792;2;Central;4047;$24;Consumer;26.10.14;Standard Class;Illinois;Appliances
Office Supplies;Lakewood;United States;FC-14245;Frank Carlisle;0.2;22.10.14;CA-2014-117422;44107;OFF-AP-10000938;Avanti 1.7 Cu. Ft. Refrigerator;161.568;2;East;5431;$162;Home Office;26.10.14;Standard Class;Ohio;Appliances
Office Supplies;Lakewood;United States;FC-14245;Frank Carlisle;0.7;22.10.14;CA-2014-117422;44107;OFF-BI-10002799;"SlimView Poly Binder, 3/8""";-49.728;4;East;5433;$6;Home Office;26.10.14;Standard Class;Ohio;Binders
Office Supplies;Lakewood;United States;FC-14245;Frank Carlisle;0.2;22.10.14;CA-2014-117422;44107;OFF-PA-10002195;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set";13.716;1;East;5432;$4;Home Office;26.10.14;Standard Class;Ohio;Paper
Furniture;Lakeland;United States;PH-18790;Patricia Hirasaki;0.2;22.10.14;CA-2014-113558;33801;FUR-CH-10003379;Global Commerce Series High-Back Swivel/Tilt Chairs;42.747;3;South;527;$684;Home Office;27.10.14;Standard Class;Florida;Chairs
Furniture;Lakeland;United States;PH-18790;Patricia Hirasaki;0.2;22.10.14;CA-2014-113558;33801;FUR-FU-10001756;Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany;5.140.800.000;3;South;528;$46;Home Office;27.10.14;Standard Class;Florida;Furnishings
Office Supplies;Deltona;United States;NK-18490;Neil Knudson;0.2;22.10.14;CA-2014-148166;32725;OFF-AR-10004956;Newell 33;20.088;4;South;2159;$18;Home Office;27.10.14;Standard Class;Florida;Art
Office Supplies;Milwaukee;United States;JB-15400;Jennifer Braxton;0;22.10.14;CA-2014-142125;53209;OFF-BI-10003460;Acco 3-Hole Punch;10.512;5;Central;7351;$22;Corporate;28.10.14;Standard Class;Wisconsin;Binders
Office Supplies;Milwaukee;United States;JB-15400;Jennifer Braxton;0;22.10.14;CA-2014-142125;53209;OFF-BI-10000301;GBC Instant Report Kit;19.41;6;Central;7350;$39;Corporate;28.10.14;Standard Class;Wisconsin;Binders
Office Supplies;Philadelphia;United States;CM-12160;Charles McCrossin;0.2;22.10.14;CA-2014-113453;19143;OFF-ST-10000352;Acco Perma 2700 Stacking Storage Drawers;-4.461.000.000;3;East;6197;$71;Consumer;29.10.14;Standard Class;Pennsylvania;Storage
Office Supplies;Glendale;United States;ND-18370;Natalie DeCherney;0.7;22.10.14;US-2014-117331;85301;OFF-BI-10003984;Lock-Up Easel 'Spel-Binder';-65.619;1;West;4558;$9;Consumer;29.10.14;Standard Class;Arizona;Binders
Technology;Philadelphia;United States;CM-12160;Charles McCrossin;0.4;22.10.14;CA-2014-113453;19143;TEC-PH-10004165;Mitel MiVoice 5330e IP Phone;-769.972;2;East;6196;$330;Consumer;29.10.14;Standard Class;Pennsylvania;Phones
Furniture;Lawton;United States;BD-11620;Brian DeCherney;0;23.10.14;CA-2014-130211;73505;FUR-TA-10003748;Bevis 36 x 72 Conference Tables;547.756;2;Central;4479;$249;Consumer;23.10.14;Same Day;Oklahoma;Tables
Office Supplies;Lawton;United States;BD-11620;Brian DeCherney;0;23.10.14;CA-2014-130211;73505;OFF-ST-10000129;Fellowes Recycled Storage Drawers;233.163;3;Central;4478;$333;Consumer;23.10.14;Same Day;Oklahoma;Storage
Furniture;Fort Collins;United States;HA-14905;Helen Abelman;0.2;23.10.14;CA-2014-130141;80525;FUR-CH-10000749;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;-28.956.800.000;4;West;4643;$579;Consumer;25.10.14;Second Class;Colorado;Chairs
Office Supplies;Fort Collins;United States;HA-14905;Helen Abelman;0.7;23.10.14;CA-2014-130141;80525;OFF-BI-10000831;Storex Flexible Poly Binders with Double Pockets;-25.344;4;West;4642;$3;Consumer;25.10.14;Second Class;Colorado;Binders
Office Supplies;New York City;United States;TA-21385;Tom Ashbrook;0;23.10.14;CA-2014-127180;10024;OFF-EN-10002500;Globe Weis Peel & Seel First Class Envelopes;28.755;5;East;2626;$64;Home Office;25.10.14;First Class;New York;Envelopes
Technology;New York City;United States;TA-21385;Tom Ashbrook;0.2;23.10.14;CA-2014-127180;10024;TEC-CO-10004722;Canon imageCLASS 2200 Advanced Copier;39.199.888;4;East;2624;$11,200;Home Office;25.10.14;First Class;New York;Copiers
Technology;New York City;United States;TA-21385;Tom Ashbrook;0;23.10.14;CA-2014-127180;10024;TEC-PH-10003800;i.Sound Portable Power - 8000 mAh;0.529900000;1;East;2627;$53;Home Office;25.10.14;First Class;New York;Phones
Technology;New York City;United States;TA-21385;Tom Ashbrook;0;23.10.14;CA-2014-127180;10024;TEC-PH-10001494;Polycom CX600 IP Phone VoIP phone;647.892;8;East;2625;$2,400;Home Office;25.10.14;First Class;New York;Phones
Office Supplies;Tulsa;United States;PS-18970;Paul Stevenson;0;23.10.14;US-2014-111920;74133;OFF-AR-10003179;Dixon Ticonderoga Core-Lock Colored Pencils;120.252;4;Central;4516;$36;Home Office;27.10.14;Standard Class;Oklahoma;Art
Furniture;Redmond;United States;DW-13195;David Wiener;0.5;23.10.14;CA-2014-101581;97756;FUR-TA-10002607;KI Conference Tables;-120.513;5;West;4295;$177;Corporate;28.10.14;Standard Class;Oregon;Tables
Office Supplies;Philadelphia;United States;ML-17395;Marina Lichtenstein;0.2;23.10.14;CA-2014-156363;19134;OFF-EN-10003068;#6 3/4 Gummed Flap White Envelopes;11.088;4;East;7264;$32;Corporate;29.10.14;Standard Class;Pennsylvania;Envelopes
Technology;Philadelphia;United States;ML-17395;Marina Lichtenstein;0.4;23.10.14;CA-2014-156363;19134;TEC-PH-10003988;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;-6.54;5;East;7263;$33;Corporate;29.10.14;Standard Class;Pennsylvania;Phones
Furniture;Cranston;United States;AH-10075;Adam Hart;0;24.10.14;CA-2014-125451;2920;FUR-FU-10000277;Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting;505.632;2;East;8448;$211;Corporate;25.10.14;First Class;Rhode Island;Furnishings
Furniture;Cranston;United States;AH-10075;Adam Hart;0;24.10.14;CA-2014-125451;2920;FUR-FU-10004963;Eldon 400 Class Desk Accessories, Black Carbon;14. Juli;4;East;8447;$35;Corporate;25.10.14;First Class;Rhode Island;Furnishings
Furniture;Cranston;United States;AH-10075;Adam Hart;0.3;24.10.14;CA-2014-125451;2920;FUR-TA-10001039;KI Adjustable-Height Table;-137.568;4;East;8446;$241;Corporate;25.10.14;First Class;Rhode Island;Tables
Furniture;Cranston;United States;AH-10075;Adam Hart;0.3;24.10.14;CA-2014-125451;2920;FUR-TA-10004915;"Office Impressions End Table, 20-1/2""H x 24""W x 20""D";-1.275.792;3;East;8449;$638;Corporate;25.10.14;First Class;Rhode Island;Tables
Office Supplies;Cranston;United States;AH-10075;Adam Hart;0;24.10.14;CA-2014-125451;2920;OFF-AP-10002906;Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum;0.666;1;East;8451;$2;Corporate;25.10.14;First Class;Rhode Island;Appliances
Office Supplies;Cranston;United States;AH-10075;Adam Hart;0;24.10.14;CA-2014-125451;2920;OFF-PA-10003724;Wirebound Message Book, 4 per Page;212.856;8;East;8450;$43;Corporate;25.10.14;First Class;Rhode Island;Paper
Technology;Jacksonville;United States;JR-15700;Jocasta Rupert;0.2;24.10.14;CA-2014-117079;32216;TEC-PH-10004586;Wilson SignalBoost 841262 DB PRO Amplifier Kit;107.985;3;South;1261;$864;Consumer;28.10.14;Standard Class;Florida;Phones
Office Supplies;San Antonio;United States;DM-13015;Darrin Martin;0.2;24.10.14;US-2014-105389;78207;OFF-AR-10000634;Newell 320;0.8988;3;Central;3858;$10;Consumer;29.10.14;Second Class;Texas;Art
Office Supplies;San Antonio;United States;DM-13015;Darrin Martin;0.8;24.10.14;US-2014-105389;78207;OFF-BI-10004364;Storex Dura Pro Binders;-6.237;3;Central;3856;$4;Consumer;29.10.14;Second Class;Texas;Binders
Office Supplies;Austin;United States;RB-19330;Randy Bradley;0.8;24.10.14;CA-2014-106068;78745;OFF-BI-10000962;"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""";-151.311;3;Central;4148;$10;Consumer;29.10.14;Standard Class;Texas;Binders
Office Supplies;Austin;United States;RB-19330;Randy Bradley;0.2;24.10.14;CA-2014-106068;78745;OFF-ST-10004507;Advantus Rolling Storage Box;12.005;1;Central;4149;$14;Consumer;29.10.14;Standard Class;Texas;Storage
Office Supplies;Austin;United States;RB-19330;Randy Bradley;0.2;24.10.14;CA-2014-106068;78745;OFF-ST-10002344;"Carina 42""Hx23 3/4""W Media Storage Unit";-583.056;4;Central;4151;$259;Consumer;29.10.14;Standard Class;Texas;Storage
Technology;San Antonio;United States;DM-13015;Darrin Martin;0.2;24.10.14;US-2014-105389;78207;TEC-PH-10002824;Jabra SPEAK 410 Multidevice Speakerphone;514.975;5;Central;3857;$824;Consumer;29.10.14;Second Class;Texas;Phones
Technology;Austin;United States;RB-19330;Randy Bradley;0.2;24.10.14;CA-2014-106068;78745;TEC-AC-10002942;WD My Passport Ultra 1TB Portable External Hard Drive;-2.07;1;Central;4150;$55;Consumer;29.10.14;Standard Class;Texas;Accessories
